               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  87,             0.02613,             0.01464,           0.0022158,             0.76685,             0.78286,             0.75811,             0.41694,            0.036206,            0.015391,           0.0065901,            0.001486,            0.001486,            0.001486
                  88,            0.025917,            0.014289,            0.002131,             0.78149,             0.76736,             0.76464,             0.41037,            0.036313,            0.015577,           0.0069839,            0.001387,            0.001387,            0.001387
                  89,            0.025351,             0.01412,           0.0021806,             0.77579,             0.77684,             0.77132,             0.42482,            0.036035,            0.015509,            0.007366,            0.001288,            0.001288,            0.001288
                  90,            0.024501,            0.014226,           0.0018312,             0.78988,             0.77243,             0.77022,             0.41086,             0.03613,            0.015552,           0.0072271,            0.001189,            0.001189,            0.001189
                  91,            0.025329,            0.014913,           0.0020645,             0.75959,             0.75569,             0.76443,             0.40282,            0.036314,            0.015936,           0.0070957,             0.00109,             0.00109,             0.00109
                  92,            0.024209,            0.014468,           0.0015874,             0.79774,             0.76198,             0.76756,             0.41632,            0.036269,            0.015704,           0.0069885,            0.000991,            0.000991,            0.000991
                  93,            0.024773,            0.013969,           0.0018248,             0.77114,             0.75468,             0.76401,             0.42106,            0.036386,            0.015773,           0.0071287,            0.000892,            0.000892,            0.000892
                  94,             0.02478,            0.014861,           0.0017611,             0.76783,             0.74472,             0.76713,             0.42455,            0.036298,            0.015612,           0.0072584,            0.000793,            0.000793,            0.000793
                  95,            0.024236,            0.013899,           0.0021143,             0.80034,             0.77375,             0.77519,              0.4192,             0.03628,            0.015562,           0.0071985,            0.000694,            0.000694,            0.000694
                  96,            0.024855,            0.013987,           0.0016903,             0.79486,             0.75603,             0.77285,             0.42032,             0.03618,            0.015505,           0.0071877,            0.000595,            0.000595,            0.000595
                  97,             0.02482,            0.014242,           0.0017216,             0.80098,             0.77486,             0.77183,             0.41691,            0.036307,            0.015575,           0.0071331,            0.000496,            0.000496,            0.000496
                  98,            0.024614,            0.014062,           0.0017416,              0.7734,             0.79027,             0.77055,             0.42378,            0.036193,            0.015563,           0.0073238,            0.000397,            0.000397,            0.000397
                  99,            0.024737,            0.014192,           0.0017844,              0.7814,             0.78419,              0.7732,             0.42211,            0.036087,            0.015598,           0.0076771,            0.000298,            0.000298,            0.000298
